Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,1741.6278320075,1709.7626105571,1725.6468612194,2178.4862910439,2662.2880478609,3067.0003357501,3215.1764313292,3702.5737137186,4297.5128875076,3664.5222077471,4225.0888903785,4935.4585342713,4852.3781504352
GDP per capita (current US$),NY.GDP.PCAP.CD,Belize,BLZ,3486.1643181075,3555.6601195768,3704.5367523812,3833.4249417448,3991.2843344401,4097.5386142983,4363.8265498145,4509.2962515199,4662.4190921974,4441.4823464534,4527.3366386364,4701.5479954471,4856.7157316546
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (developing only),MNA,1594.449466024,1611.4264170752,1533.5770624567,1684.8317055016,1898.573675277,2190.7419808479,2555.6719074735,3074.9959849422,3726.7714487136,3541.10987945,3998.195806139,4657.4195155253,4873.4143995449
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,1763.1694716871,1824.8861212041,1901.5803614308,1973.8620597291,2156.4398362068,2326.495158611,2719.8224265635,3022.5428868946,3797.5926237223,4026.7663495768,4370.7210447601,4665.9542760527,4896.6884466024
GDP per capita (current US$),NY.GDP.PCAP.CD,Algeria,DZA,1727.3332508825,1702.7800794992,1742.5576103033,2056.2653025187,2549.957192979,3038.7359674162,3391.3858690331,3845.8250855042,4786.5328932637,3771.26321357,4349.5693247426,5271.5903121572,5309.8223686315
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (developing only),EAP,954.7723657406,1007.0445992594,1103.2610095951,1235.5469479619,1420.7965129313,1629.3257580807,1945.148854889,2442.1513154586,3064.9623124496,3298.0688900332,3965.5678796201,4811.8103966761,5326.5694555553
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,3479.0561519241,3494.2699104215,3716.2712425699,3592.8883415033,3862.0633717221,4251.4966637453,4495.8435372804,4805.8787166184,5130.2274085173,4521.9238040721,4917.0232018308,5346.2193393052,5463.7620068211
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,1968.5369911656,1831.9027876954,1988.733736301,2211.8740139008,2478.8175681408,2689.9511270286,3143.2372470487,3737.7193562737,4118.4013562628,3978.9083846875,4802.6619998026,5192.1132312776,5479.7605794866
GDP per capita (current US$),NY.GDP.PCAP.CD,Angola,AGO,655.6294944087,621.1959299946,839.5045119986,920.1011758598,1229.34298759,1706.5436213865,2440.6316418118,3412.7188065966,4596.2682743973,3988.6834975948,4218.6491255968,5159.2338770495,5539.8033111876
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,1462.3202101727,1914.4491661717,2191.0096061862,2442.2690361591,2704.6651545178,3012.7524373543,3337.4003628052,3574.8778927304,4255.8519947284,4236.777555321,4636.6930976666,5199.6696155657,5655.9461548035
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,870.1365251593,1634.8750606895,2148.9035373961,2832.4906523085,3331.228765606,3528.1310077579,4129.7587410283,5458.1217184217,6701.7739127801,5821.3053970568,5411.8774039191,6423.2917833458,5659.3802040369
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,2059.4006066939,1836.495967109,1716.4025774318,2488.9905127054,3297.9586171348,3582.2438599575,3886.5088020668,4200.8588383636,4008.933045154,4140.5426104959,5173.6666849832,5596.6449215115,5762.6904538495
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,2599.6085791312,2593.5521426864,2665.7414888683,3070.1708824461,3528.9521510956,4021.762332316,4325.9973532255,4867.2916650353,5557.6268943937,4698.1262593192,5189.9826953625,5846.8150377882,5829.9032946986
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,2769.8823219873,2829.1924463911,2973.6571454148,2344.5339196874,2407.1892800377,3578.0512775718,3774.5043863798,4543.4913641491,4874.115186211,4844.9805315777,5295.4026724718,5718.2118360097,5881.4506108024
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,954.5522433017,1047.4818948092,1141.7635056209,1280.5971813153,1498.1737956253,1740.0931864373,2082.183362501,2673.2941909354,3441.2213545702,3800.4745416128,4514.9405201338,5574.187093369,6264.6438779399
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,3672.5892598695,3982.2508653801,4270.7668634978,4446.6354211447,4808.0829562158,5064.2182150334,5608.2041383213,6273.0894313085,6370.8464047697,6177.8366985646,6233.0369448815,6191.0934591056,6349.3356576933
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,1960.7969145234,1956.2975686046,2036.5689071909,2180.391897078,2433.7727234129,2703.4367291491,3134.5268939191,3606.7068582774,4246.9478174592,4188.5286372441,5075.4766633033,5759.4090813342,6425.182378585
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,2744.124478741,2835.0766612396,2995.8995284123,3192.4005190858,3388.7669544572,3776.4705486448,4666.9881692933,5185.3822716883,5382.8248138448,5499.1192175342,5701.9608983273,6118.2880215267,6489.1605921307
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,1627.0428933387,1909.6354349023,2106.3390131291,2789.0815815388,3380.1995346968,3674.5265295146,4383.595097082,5957.1456931201,7325.7034740518,6698.079438624,6636.8750285192,7249.8766235792,6519.1869711592
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,..,..,..,..,1373.1925816683,1824.6998663757,2321.1258074453,3091.0960956902,4472.1176542926,3701.8903413638,4473.7104398813,5848.5373889703,6691.6199246339
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (developing only),ECA,1756.755432989,1553.8528420764,1792.0293665553,2274.0854362982,2903.5735219095,3594.0120896993,4187.1311006872,5309.4537410155,6324.5466740516,5235.4788162265,5934.1571359766,6602.232402376,6702.8693253057
GDP per capita (current US$),NY.GDP.PCAP.CD,Belarus,BLR,1273.0491239487,1244.4419967652,1479.4653211322,1819.4790277163,2378.374893912,3126.3677777946,3848.5862030089,4735.9568891887,6376.1731149128,5176.044701382,5818.8548592158,6305.7736624765,6721.8349077397
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,645.2771014697,776.5722303828,969.9702443082,1286.0139845706,1455.9360495076,1706.9567263925,2140.4550263871,2606.7414393186,3918.9333329282,4059.9598801743,4392.7195833075,5724.5415862816,6797.7343069753
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,4819.8999538392,4925.6296915111,4837.6319338856,4997.1625801392,5329.1357961291,5250.3525611745,5627.072821867,6058.1805055285,6614.9695821126,7026.9999561791,6926.8475973831,7122.0083544841,7181.7255568162
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,1634.4246532494,1783.454845421,2077.0639858968,2697.1573600939,3331.0909433945,3785.5744744791,4370.6390758724,5783.3992180911,7115.9118237897,6738.1003515194,6580.8138748071,7588.8089418803,7198.5184614387
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,4975.472010521,4656.5086546752,4631.0068465484,4981.4960465865,5415.6508054714,5655.5237820783,6320.3452531012,6720.4450217163,6781.3604647523,6715.7980297649,7014.1964486852,7193.1982967231,7202.2264814712
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,1831.7640512673,1818.7813107316,1883.320213436,2080.5945191986,2430.925314309,2870.0407111858,3356.6844123282,4109.5196258733,4937.0640998852,4874.4341336477,5836.2010055516,6912.4631140995,7282.5640714262
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,1536.7151927336,1726.6301100069,1718.9652926777,1975.53862123,2353.9309888068,2737.1121413144,3416.8338528447,4282.0431595467,4899.3130635277,4931.2816694213,5674.9258807828,7644.3052308071,7300.4849739732
GDP per capita (current US$),NY.GDP.PCAP.CD,Botswana,BWA,3297.4786863383,3078.2796288686,3006.5940696107,4098.8380222894,4829.5160535552,5294.379478852,5321.4404554321,5711.7463588432,5660.1072223724,5260.557201336,6492.867499773,7893.9571825199,7381.763740546
GDP per capita (current US$),NY.GDP.PCAP.CD,Azerbaijan,AZE,655.0974326026,703.6712504399,763.1012122204,883.614008968,1045.0264152764,1578.3673303067,2473.0857763684,3851.4378687117,5574.6038021861,4950.2947914238,5842.8057835858,7189.6912292077,7393.7718769762
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,2289.0874086954,3182.8531301056,3221.5267992107,3628.0427982568,4110.1520466482,3763.0941406105,4869.803108007,5664.4322755625,6747.8758512854,6776.9823854393,7161.5267734241,7412.5489139956,7488.8485194668
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,2632.9937558855,2536.8308745138,2502.5404994905,2763.0251191046,3168.4334881883,3807.8281869729,4410.3612013303,5035.0610584259,6238.8263672452,5273.6751953684,6033.3394308173,7009.6666568027,7574.5295182605
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,5117.5394724076,5109.9586249625,5292.2841201504,5773.4118431327,5836.2338123986,6754.3811745034,6764.6573553992,7322.5968617238,7946.7914206012,7393.4869133151,7366.5763358819,7409.2403308004,7584.1604808358
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,3099.131613696,2705.7802044796,2535.4900421057,3799.4395539688,4892.0390548474,5444.0758461639,5660.116973802,6153.6551666813,5811.6189443611,5912.1431794178,7389.9602636165,8080.8652433904,7592.1579969927
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,2503.549492013,2421.2726461017,2376.0838030607,2261.2836083266,2752.9134538105,3393.9926377075,3708.6009423614,4661.21346508,5403.4557602591,5104.9911934893,6179.7703294464,7124.5489200782,7748.9600781814
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,1662.2175347533,1833.812659649,2116.3120627115,2756.3325827901,3533.2660781368,4651.6922607402,5789.2097871972,8169.9759257408,9949.1902494175,8069.0228838509,8139.1466733563,9063.7008064222,8445.2966400147
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (all income levels),MEA,3055.5990423357,2998.2324119237,2927.2467598751,3220.4096016819,3673.5551565082,4330.8254581671,5013.5558244497,5792.5039890389,7081.4052676639,6193.0191023701,7060.8070480599,8396.6790282974,8844.9623155057
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,3861.0385424078,3792.1875762733,3957.5129049256,4623.3517835151,5229.8735672438,5116.0396422591,5455.0656303796,6285.7890498112,7749.3184383752,7082.2957001442,7772.1000565275,8984.6297685987,9110.8053987744
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (developing only),LAC,3806.0881811841,3640.1297916122,3542.9422732591,3555.7990351915,3972.7514574099,4750.603420319,5490.5283828743,6390.4058277571,7252.2547434325,6664.9314743458,8233.1581117271,9423.2210376822,9125.1128876596
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (all income levels),EAS,3973.9425268163,3663.6128553408,3693.9039799967,4028.6201074488,4483.2676802982,4737.2843903844,4992.6698285499,5557.7822323316,6364.4791789752,6507.0485105712,7538.0712257424,8669.8303710276,9220.5778373667
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,5019.6926485279,5117.7772329449,5359.7904757859,5700.2958621701,6168.341614826,7009.1617361103,7821.3169814033,8635.6027286549,9788.7857329709,8189.8381641241,8603.6043672664,9217.2238128431,9369.5450571159
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,1911.7753819405,1613.0280881506,2246.2078189281,2610.9719459963,3007.9257923795,3590.9791803492,5198.7437776025,5753.1782268347,6855.1823432557,7450.2325881304,8321.3416799456,8349.4153296356,9378.1960654661
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,4058.0445337477,4087.1189706839,4114.5669049543,4199.6948119363,4379.3910625525,4621.3714639713,5128.4005731367,5897.5279551684,6582.7924544625,6385.5656120483,7773.18547615,8704.111200281,9427.240129374
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,5334.880243574,5256.6569108235,5447.7804684402,5442.3631652268,5437.8559689652,5339.4238804311,5342.4748023275,5936.7692279484,6887.0627531645,8274.1379778743,8755.8499678782,9144.6176157499,9764.1106066556
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,6581.5369324992,6879.6698073496,6948.4076177329,6601.0420648057,7042.0247834044,7823.8254978772,8623.7867545043,9191.165203048,9578.9689794386,7687.0605961861,8916.4531715044,9812.1265102399,9819.4807851893
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,3803.9984129956,3788.8159095934,3861.1272790197,3990.7368693889,4292.4196304644,4594.4819394586,4998.3826788846,6050.3277825424,7002.7128336166,7169.8573445882,7833.9035509368,8895.1849085176,9982.4815683007
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (all income levels),LCN,4311.8409346406,4139.7364145551,3669.862103525,3726.3190347609,4274.0902576006,5110.2700314949,5926.1569766204,6916.8133642225,7945.0367137254,7385.6245495509,9033.5656650975,10122.4359013431,10065.8329066962
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,7826.9910409232,8283.8302357224,8386.6772812109,8149.1209879863,8873.5966279744,9721.5005877282,9719.1414579153,9726.1123901034,9836.864183508,9183.1353703402,9004.6372164289,9765.3055031593,10398.7600265828
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,4004.545955175,3877.9966518247,4130.6780169076,4427.4597373397,4918.1667307418,5553.9925769174,6179.6296291822,7218.2652228286,8453.9319141158,7277.9812931073,8754.2428324594,10060.3927368557,10429.4559819425
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,5453.3667853002,5352.5658992141,5490.917641072,6091.103950508,6778.1390492273,7246.7826507725,7760.1737183223,8644.1438191511,9364.6633785531,8773.7521315382,9512.7667256642,10420.6385877935,10512.8769111827
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkey,TUR,4219.5443497259,3057.7906641468,3576.2278548007,4595.2877753883,5866.7447114922,7129.6745024521,7736.0983822396,9312.0518426076,10379.4919462687,8626.3981653065,10135.7488914734,10604.5524046531,10660.7286389599
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,4135.2540603396,3998.1503456795,4131.5698713118,4937.8376276012,5757.6642393526,6856.9220994717,7186.6313515574,8594.0723622878,10458.6772567398,7999.3387700875,9302.0495683255,11186.0097591794,10832.6046598164
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,1229.000958445,1490.9267511843,1658.0311460152,2068.1236571983,2874.2882912765,3771.2789573385,5291.5756501865,6771.4147968189,8513.5646450681,7165.2770496965,9070.6499719999,11357.945490694,12120.3053397012
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,3766.1761177841,3162.2169232807,2836.1068649831,3075.6499232233,3639.159312867,4792.6040665303,5888.2855066972,7347.3166063632,8836.9139544169,8602.7959673905,11318.0573574117,13279.4485171981,12147.5016188487
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,4799.6460179995,4942.0006103358,3666.6524422044,3241.5196156988,4282.015326377,5444.662517852,6747.7591246909,8329.6483195259,11223.2113050461,11524.9805306324,13559.1234392246,10727.9825698731,12728.7268472749
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,4613.7058124924,5254.7724065573,6631.4484976167,8365.4646054327,10206.3250947957,11092.4308034314,11342.8905545968,13781.1407869037,15598.3228874203,12906.7503953069,12958.2707011137,13983.4976428084,12784.2956083469
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,7578.8510529885,7663.1370802645,8333.5513521527,8523.0050246662,10173.5748760331,11086.8908871587,12014.4180043889,12155.7016609467,11123.0045102274,9707.2653908327,10805.0994540818,12188.9755320594,12844.8292815144
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,4492.7586159057,4981.1986188017,5196.8947085779,5693.4070420156,6639.8904368516,7976.1078622835,8999.7396266064,11247.5514811334,13906.2181999449,11440.5781321257,12530.3070997379,13776.0883810928,13036.3766491254
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,4919.6280687083,5245.4214194414,6053.7160373911,7805.8814183311,9365.7424680119,10224.2405855179,11359.5257870499,13544.1886139729,15887.4191991522,14142.150761265,13505.7656168629,14539.1851762008,13235.9790882094
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,7393.6604155595,6486.8634143901,3835.2804943197,4843.7219922797,6014.582838625,8461.0100641752,9665.3791079019,11676.7511671722,14827.8538017221,10567.5530260397,12378.4551797958,5685.4122271929,13307.9419773288
GDP per capita (current US$),NY.GDP.PCAP.CD,Antigua and Barbuda,ATG,10094.758886369,9797.9685397356,10027.8560434856,10382.6307170906,10993.3690531169,12079.8656950416,13599.908857304,15276.0682646698,15786.3577997616,13979.2626925883,13017.3103875487,12817.8415733094,13525.616220134
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,9223.7490428412,9963.8203531123,10244.7175591941,9719.55935838,10349.8663810794,11053.7447437466,12766.6138128977,13553.4035362674,14374.1016109046,13703.4137421719,13226.952311419,13744.3248122488,13659.2992103779
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,4169.732279098,4466.0452687791,4987.1888180387,5631.2619148975,6746.0638468692,7634.1935390127,9746.2350898065,14064.199072966,16383.0170828195,12212.4956320296,11379.2356381201,13749.2233389893,14031.7958668304
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,1771.58660191,2100.3623859404,2375.059043945,2975.1327783493,4102.3722935488,5323.4660337581,6920.1943978361,9101.2567060889,11635.2742379874,8562.813696954,10674.9972024184,13323.8833754364,14078.8305693118
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,..,..,..,..,6706.8346866358,7863.5278271225,9240.2970586686,12298.2055450746,14961.7239743846,11837.1166773601,11976.9011427973,14360.4247889815,14333.247422089
GDP per capita (current US$),NY.GDP.PCAP.CD,Argentina,ARG,7701.3585347798,7208.8146276908,2711.8507736478,3413.1090680186,4784.6918893012,5767.7416565593,6746.5953762882,8384.1877041206,10232.9590849753,9457.069898644,11463.8434374439,13745.7988599138,14790.8826232836
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,6872.7336858243,6282.0209020342,4089.1043122528,3622.2973373872,4117.6494474693,5221.6686692363,5879.3339791533,7012.5463800194,9067.5240390399,9421.6817060161,11946.8258288158,14175.4507935676,15134.0293845134
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,5133.0773111629,4625.3363770177,4487.1500180965,4866.3322499657,6223.9737675768,7614.5220579752,9371.4278571183,10383.4902252527,10672.254224207,10120.0387382785,12683.8852234346,14491.902923457,15186.6250683981
GDP per capita (current US$),NY.GDP.PCAP.CD,Barbados,BRB,11675.2123956735,11600.4338491815,11756.2814443241,12077.8012435203,12893.5912272001,14224.9824540882,15653.4738817778,16454.500374624,16550.5665732583,16494.2689404529,15854.363115023,15464.6491887979,15228.3905501358
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,4069.8538206948,4490.6590298726,5298.623213231,7165.6899086208,8849.3191086953,10336.3895510036,12591.9589912815,16580.9970419136,18087.6786567571,14718.3395892384,14632.0822062969,17177.4802984899,17132.2272892243
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,5402.0430936937,5707.5133587186,6536.2310781081,8711.6489716264,10671.335362194,11665.5098107109,13111.7716632451,16006.880759118,18558.8868402519,16455.1658277413,16509.8969196661,18065.6725910731,17151.3702828256
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,6430.9497799641,6935.9012562028,7050.2554280997,8751.647776512,9985.2154258515,12323.2197036,14092.378803695,16520.3116368485,21170.6479973323,14498.9630089363,15494.7029665448,17659.7402538766,17365.2173012148
GDP per capita (current US$),NY.GDP.PCAP.CD,High income: nonOECD,NOC,6341.9757134985,6299.9385208604,5831.6401141477,6464.4574545323,7855.3902497701,9390.1178568131,11031.2365979078,13116.2071883319,15801.6063041196,13201.8531303604,15530.8368301319,18104.0066210086,19232.5335094898
GDP per capita (current US$),NY.GDP.PCAP.CD,Czech Republic,CZE,5994.5282768654,6594.7174650938,8011.8980737802,9741.0583837682,11667.6321201205,13317.7298342014,15159.1411456575,18333.9459002641,22649.3793400813,19698.4920909142,19763.9637984737,21656.3976406518,19670.4026149645
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,11502.3963649613,11729.1442632099,12882.2877085685,15772.7358771091,18045.5925998791,18784.9533537404,19821.4428384484,22780.05624353,24815.6113328641,23063.9729287047,22539.9945043592,23194.7438533712,20577.4064256373
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,10377.0373182486,9967.7904065929,10849.7502791421,12844.5879877177,14064.2295970135,14834.4323706421,15705.3402150582,18356.968284457,20895.7805043413,19636.0062766561,19694.0831567142,22347.708423805,21176.3099827802
GDP per capita (current US$),NY.GDP.PCAP.CD,"Bahamas, The",BHS,21250.5818463926,21506.7441131334,22514.9447157155,22017.7077788761,22005.003101737,23416.9036853364,23733.8076764932,24321.0651105543,23674.1402078429,22060.9209798811,21940.7042480125,21537.2163425973,22138.0524787612
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,2018.6046404907,2733.185322521,3276.652175494,4370.3054001025,7527.1198328614,13612.8479266932,13003.6388175575,15936.8425827967,23458.1292066704,13797.1367181778,16611.4949825712,21943.2362924452,22390.1977360413
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,10227.7511093487,10479.3126441489,11814.1070941244,14880.4689893241,17260.9023870701,18169.1797892301,19726.1382483059,23841.3238874423,27501.8175169953,24633.7960813766,23417.6404531573,24964.8017212362,22488.6588900316
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,11960.6644687404,12418.6791235659,13903.69055322,18292.0098552546,21676.4309223515,22327.0080874066,24557.8776127202,28548.304446526,31700.4941221594,29485.5098263532,26863.0116050517,25962.3689385998,22494.3781859902
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,8897.195357733,8687.7170217757,8725.8292767228,9055.1337261876,10050.153825718,12322.7278710607,14566.4377968761,16377.2685053531,23483.6288706442,18169.0674494322,20922.6566043717,22460.3825854038,23036.0468945946
GDP per capita (current US$),NY.GDP.PCAP.CD,Bahrain,BHR,13562.7342254233,12846.4533731624,13149.3134641492,14344.9282637343,16027.3447487809,18155.894896277,19459.5233524013,21049.0016496295,23037.6364062644,19250.9167430578,20545.7484473559,22466.644452457,23338.7711482292
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,11947.5772472444,11255.9478894452,12788.5801805177,14219.1935856009,15921.9391974413,18657.5218604219,20917.0298909073,23101.5111787845,20474.8874684752,18338.7063660256,22151.2091243629,24155.8293044196,24453.9713463072
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (all income levels),ECS,11508.2126251268,11608.7085331945,12678.6105605431,15420.8055715044,17922.1380531008,19019.7259272818,20527.1116772411,23913.2319139489,26151.6181066381,22922.142986196,23407.5974131882,25667.8024113645,24570.9810661876
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,9354.4680131725,8760.0911001174,8639.1443439027,9389.5358517662,10853.6275072519,13303.3689221292,14855.0009550453,16050.7232885118,19714.3951394425,16013.2804032884,19326.5825548176,24116.1741324844,25945.9663284237
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,16192.129596219,18243.7177481569,18972.7685297569,19820.2072870642,20988.9923326534,21959.3227075956,22935.9411493385,23664.8823530538,24898.3388400438,25768.7360476525,26435.7259802226,27219.3933390493,27752.0427446427
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,14307.3535347433,14723.2104665853,15988.2750382377,20110.1201722943,23578.4293524547,24738.009385173,26455.1323679197,30915.4863902681,34950.3512981385,31673.4577102038,30438.9001948061,31836.6195112171,28868.2738161645
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,14787.756063671,15359.1084396669,17019.5354136605,21495.7074076474,24918.6458419994,26510.7174533426,28482.6094833461,32709.4010383771,35578.736189717,32333.4661042498,30737.8322708385,31973.0190830638,28985.3333285441
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,20901.7658538067,20126.8423296565,18246.0142923846,18755.2747445932,19682.9156675002,20378.061906558,21581.7180439552,24606.2183363013,29268.7315561871,27583.1981659482,30551.1246771895,33275.1568098657,32514.3673512902
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,18063.4504029893,18227.6429684749,19826.2648717886,24081.0393321117,27698.0452860057,28843.7941102348,30666.0113299272,35330.2560566155,37880.9561272287,33781.9352176871,33575.8418257636,36218.6906251931,34114.8795356776
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,20059.2107704266,20409.0035384696,22205.8419285721,27399.1051248808,31188.6227181104,31973.9347420354,33426.1660580163,37716.4491260352,40659.6704202487,36995.1073497522,35877.8714947865,38364.9417499558,34854.3975583218
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,25756.6637783278,25230.2163329516,24665.8899982779,23977.0194516698,24928.1003722551,26649.6365933843,28224.0939572735,30593.952467989,31515.5278747405,30697.5383861641,32550.1378717655,35142.4879344543,36707.6953363363
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,21843.2479404437,21547.6534039739,22192.9625412863,24781.4758811084,27545.4941647026,29085.7141321152,30696.5271694862,33564.5205275025,35696.2660034137,33011.0590757441,34673.9541717905,37350.4640664321,37372.9273200286
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,20207.8826974713,20440.160583852,22118.0944007414,27138.3748231294,30941.0596899552,31938.6002651174,33748.9694210854,38662.5411279258,42181.5950341252,38452.9363987731,37583.4399449924,40425.8616853269,37606.7386181795
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,23438.2599858059,23061.2803548905,23903.0609330139,26606.4668638644,29403.9857029485,30845.4759997406,32304.7358085366,35076.5445987991,36844.0295431423,34250.8012616864,35689.1833575517,38082.2758363074,37812.4783551333
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,13641.0571869518,13882.899970798,16895.4579480864,21941.0506418817,25461.1384370262,27833.6014591954,26630.3566819526,32382.2667084201,30972.1238246185,27998.5619231283,33394.0693361365,37896.8596069766,39573.8105286442
GDP per capita (current US$),NY.GDP.PCAP.CD,Andorra,ADO,21432.9600712136,21823.5973148286,23975.2583466911,31382.1003194695,36894.9335843844,39990.3304085679,43192.2474634429,49338.0049949723,50036.2557937516,46401.0919605419,42952.7170668183,44015.0993211746,40150.3029688195
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,34476.2853769806,32984.7423281387,34062.4256895298,36906.1998450072,40403.9881139794,43533.8905386945,45554.2181027324,44488.6485877244,46402.6404919844,32850.0750936576,33885.9304924774,38930.0069394228,40444.0658321152
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,22466.173321157,22527.9441245135,24276.0430940468,29692.3312125876,33876.2422783759,34881.4433661421,36546.4621941124,41602.9605913278,45415.8107676747,41633.7842316272,40708.5019359224,43810.5781826004,40853.3977079116
